"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Mcm4",171.989681747536,1.90420232985136,0.25993348749675,1.78017246737519e-14,3.69202053583489e-13
"Ydjc",14.8104629862601,2.30558088035662,0.386268929965625,7.92119365595956e-11,9.78516306475605e-10
"Tbx1",11.2016450741159,2.08187588120508,0.801786618590754,0.000197732199784775,0.000786968933342353
"Cdc45",48.7984222122698,1.50386489652175,0.323995261771641,3.58358179814422e-07,2.46427669626789e-06
"Dgkg",5.88660380940788,1.52302447626224,0.847143945536336,0.00228662296183164,0.00696657282087689
"Atp13a4",2.21797779393605,3.62233783178453,1.5901068945848,6.40089255951904e-05,0.000286039391991356
"Meltf",8.9389239304022,4.17122164182004,0.873426374537183,1.90856060839753e-08,1.60865821737359e-07
"Ildr1",34.5762487525234,1.65323179957561,0.364052006605427,4.87280944654864e-07,3.26629943813314e-06
"Polq",10.8460640448443,2.45008479639779,0.644720250439107,3.51106294951516e-06,1.99615131851561e-05
"Fstl1",679.34225180183,2.6584317709819,0.222072484689214,1.18252621508149e-34,1.79714173107133e-32
"Cfap44",11.9775712775119,6.07665252838681,0.932673427543228,6.70518209521551e-14,1.26579559699345e-12
"Boc",30.3507170934127,1.51964723850349,0.347545631175345,1.13134802771954e-06,7.11172369875142e-06
