Approved symbol,DMSO_1,DMSO_2,DMSO_3,MG132_1,MG132_2,MG132_3,BRD1732_1,BRD1732_2,BRD1732_3,BRD1732_1um
B2M,9.49432,13.2953,9.84801,11.0858,12.0761,11.9544,6.08276,6.96272,8.42824,10.7723
CDV3,11.4089,10.9943,11.1558,11.8193,11.8315,11.9722,7.45695,7.72726,6.59302,9.04083
CDO1,1.62935,2.30104,2.90688,16.2755,21.2561,19.1122,10.0009,12.1611,12.4621,1.89486
AP1AR,7.76065,8.77915,9.97485,12.2227,12.6545,13.9136,7.31914,8.68425,7.70529,10.986
PLS1,12.1706,12.3787,12.1523,11.4242,11.0191,11.1333,6.80607,7.49904,6.20618,9.21053
RIPK2,11.0528,12.0934,11.2428,11.4477,11.4473,11.408,6.90572,7.30448,6.74159,10.3562
PLCG1,12.1313,12.8105,12.326,10.9583,10.8057,11.0199,6.64278,7.19175,6.17403,9.93972
NPRL3,13.9027,14.8502,14.3322,9.56558,10.0288,8.02175,5.29956,6.54309,5.0098,12.4463
ARHGAP35,13.1493,12.5224,13.1428,10.4745,10.3525,10.4665,6.53082,6.66002,5.9048,10.7964
GINM1,12.5287,13.9849,12.5637,11.0489,9.99844,9.81982,5.85699,6.45012,6.50476,11.2438
SRGAP3,12.6457,13.3821,13.2149,10.4957,10.4711,10.7811,6.47643,6.606,6.26619,9.66079
F13A1,6.85516,7.09076,6.07003,15.9945,16.2616,13.6281,10.5867,8.413,8.96172,6.13839
ITPRIPL2,10.8217,11.923,12.1187,10.0486,11.3433,11.0874,6.59765,5.84133,7.35269,12.8657
RABGGTB,12.9036,12.2313,12.1599,11.5004,10.5906,10.9174,7.23347,6.93465,5.93437,9.59428
KLHL11,14.7356,14.9163,15.1569,9.08343,9.25763,8.77378,5.48155,5.59728,5.43289,11.5647
R3HCC1L,8.0035,8.54187,8.21726,13.2171,14.1524,14.2029,8.59316,8.97266,7.74043,8.35865
TPPP3,11.0412,10.9529,11.1304,11.3839,11.3831,11.2125,7.24389,7.3146,6.12311,12.2143
SUMO2,14.4512,11.6562,14.731,10.2724,10.2704,9.17376,6.15908,6.17723,5.73536,11.3733
TPD52L2,9.29426,9.46899,9.65126,13.0584,12.922,13.093,8.16147,8.23402,7.36452,8.75209
NUDT3,10.8555,10.0233,10.2128,12.2278,12.3749,12.3025,8.42532,7.49115,6.51935,9.56732
IFT22,11.6679,12.3563,12.1516,11.8869,10.4098,10.506,6.54894,7.33901,6.05366,11.0798
DUSP3,11.8577,11.5699,11.9906,11.4136,11.2419,11.1823,7.17192,7.06579,6.3301,10.1762
REST,5.76032,5.7331,5.9635,15.7701,16.0707,15.3643,9.52236,9.48654,9.65326,6.67584
SLC38A7,7.82702,9.17087,8.18267,14.1066,14.4374,13.079,8.98613,8.13169,8.15331,7.92528
KSR1,11.4988,11.0881,9.83377,11.2708,10.8173,14.2307,8.25121,7.896,5.9027,9.2106
HGS,10.4508,11.2434,10.8945,12.033,11.9831,12.3505,7.34588,7.77596,6.94577,8.97706
GALT,12.0958,14.401,10.2434,11.0688,10.621,10.8414,5.53391,7.89446,6.29587,11.0043
AKAP11,11.8748,12.5378,12.3934,10.1258,10.7375,11.5602,6.20222,6.69102,6.76431,11.1129
SH3BP2,11.7088,11.2252,9.73685,12.0843,13.5894,10.6844,6.74373,7.41629,7.8776,8.93344
SYNGR3,8.97209,11.1626,9.99257,11.6237,12.7692,13.2147,7.1604,7.11556,8.51773,9.47143
PHKG2,10.8372,11.4674,11.6825,11.6383,11.096,12.3313,6.5863,7.63588,7.01608,9.7089
CTPS2,12.0472,12.5319,12.259,11.2734,10.8212,11.2449,6.72873,7.01093,6.45167,9.63112
PLPP5,12.3065,9.68081,9.59215,12.5811,9.60362,13.0044,7.65008,6.65511,7.00217,11.924
TMEM87B,9.88942,9.79352,10.4261,11.8974,13.0103,12.5641,7.19775,7.80016,7.69026,9.73099
ADD2,8.84521,8.53708,8.99215,12.3461,13.5856,13.9974,7.74584,8.21502,8.21274,9.5228
SNX16,11.5967,11.469,9.60478,13.5279,11.5116,11.3745,8.53109,6.69067,6.81913,8.87463
ST3GAL6,8.02664,7.68353,8.90921,13.2983,13.7324,14.9926,8.07303,7.40256,9.95741,7.92435
KLC2,12.9814,12.8209,13.149,11.0653,10.8092,10.4289,6.86781,6.5889,6.09085,9.19777
APOC1,14.3078,9.97464,10.6019,12.7828,9.64649,10.9897,5.2686,7.54944,7.40428,11.4744
UPP1,9.86873,9.23742,10.1099,13.2459,12.5784,12.9704,8.07151,8.04967,7.34817,8.51992
RPLP1,11.3486,8.57375,8.51935,15.066,12.5512,11.6143,9.79827,6.87274,7.05995,8.59583
TBC1D1,9.57047,11.5073,10.1226,13.4423,11.555,12.4792,6.21987,8.14968,8.2976,8.65614
GLRX,10.1428,9.90422,10.4072,13.7089,11.7467,11.6784,8.28414,7.63645,6.53394,9.95719
NCOR2,11.7062,12.2437,12.7778,9.6489,11.1864,10.208,5.81752,6.34112,6.59749,13.4728
ARAP1,14.1385,15.3891,13.9756,9.12744,9.08109,9.3124,5.09806,6.22167,5.30284,12.3533
DCP1B,13.2894,12.8905,13.0604,10.3667,10.3395,10.1281,6.3696,6.19579,6.0572,11.3029
PRR5,9.41631,10.2639,9.83958,12.0874,12.4503,12.4925,6.63193,7.55191,8.16381,11.1025
AMOTL1,6.59051,5.75195,6.30201,15.3588,16.425,15.1116,11.622,8.49462,8.1577,6.18587
F8A1,12.7544,13.7043,12.3969,9.89835,11.3134,10.6448,6.02827,6.88478,6.28555,10.0893
PCBD1,13.1329,13.14,13.5103,10.3831,11.2886,10.2027,5.97854,6.73521,6.49172,9.1369
C8orf76,10.2109,8.55869,10.0617,15.5093,12.2503,11.7489,7.28609,8.23536,8.28127,7.85755
PMS2P1,12.7162,12.9344,9.97775,11.321,11.7355,10.1734,7.41743,7.2258,5.37167,11.1269
SUMO3,13.2167,12.9978,12.8004,10.136,10.0282,10.4156,5.36014,6.77391,6.27497,11.9961
NR1D1,5.32746,6.04122,5.00727,17.1419,13.6034,17.1513,8.27579,9.96549,10.5622,6.92394
CLIP1,8.90711,9.14621,9.31596,12.9816,13.2711,13.7924,7.73486,8.40864,7.93746,8.50464
PTPN23,7.47438,6.73909,6.97765,14.2926,16.3826,14.3982,10.9714,8.41053,7.71324,6.64019
DNAAF2,10.8131,11.2766,10.4159,12.2706,11.6762,11.9579,7.48168,7.37155,6.7266,10.0098
NELL2,10.1268,11.2058,10.5819,11.5726,12.1374,10.7587,6.68096,7.03903,6.98898,12.9078
EIF4E2,13.2055,12.4083,12.5171,10.959,10.4673,10.8171,6.77956,6.40649,6.178,10.2617
CRTC1,12.83,10.7158,11.4389,11.4357,11.3561,11.4198,7.62473,6.68022,6.23253,10.2662
PNPO,10.9813,11.8548,11.2755,11.6932,11.5873,12.2504,7.16738,7.93045,6.23132,9.02839
GGCT,11.2432,12.1716,11.5338,12.0887,10.6692,11.9971,6.94204,7.79306,6.11656,9.4448
UMAD1,10.2573,11.3106,10.4054,13.01,11.3986,11.9636,7.41047,6.87348,7.53094,9.83952
ANKRD13D,12.9905,13.6045,13.6917,10.7198,10.3106,10.0835,6.34256,6.62716,5.6717,9.95804
APP,11.92,12.3972,11.895,10.8759,11.3017,10.916,6.45205,6.4851,6.88561,10.8714
FKBP4,10.1666,10.5143,10.2996,12.8371,12.1982,12.4249,7.9763,7.76293,6.69714,9.1228
SAC3D1,15.6877,13.8521,12.9494,9.92748,8.64795,8.74097,6.2405,5.2063,4.9047,13.8429
FCHSD2,12.1451,13.1043,13.1903,10.5139,10.5359,11.0185,6.37821,6.31109,6.49594,10.3068
MTHFR,13.3169,13.5312,12.5005,10.7054,9.9087,10.3563,6.82922,6.49399,5.18767,11.1702
MAP1B,10.0462,9.57946,10.1429,12.479,12.554,12.4403,7.85456,7.51486,7.02791,10.3607
STEAP1,10.9317,11.339,11.297,10.9266,11.3954,12.276,6.70797,6.63543,7.33392,11.1569
PPCDC,11.3777,11.3913,10.6385,11.2835,11.7376,12.2199,6.47507,7.47675,7.10926,10.2905
ISYNA1,11.8324,12.7599,11.8347,11.553,10.708,10.9457,6.50198,7.23806,6.09456,10.5317
ADAL,13.6882,13.269,13.0827,10.2889,9.56614,10.5942,6.19953,6.3732,5.61404,11.3242
ZC3H12C,9.02122,9.81708,8.84514,13.056,14.2462,12.9975,8.3323,7.8451,7.89215,7.94733
PRR12,9.67265,10.3667,10.5585,12.2243,11.9906,12.0859,7.16929,6.74102,7.77065,11.4204
ZDHHC12,12.4678,11.0045,12.6694,11.2033,9.41165,12.0777,6.22881,6.67894,6.58886,11.669
GPRIN3,13.1821,12.8221,12.3856,10.8685,10.7276,10.3496,6.24304,6.26011,6.53684,10.6245
OSMR,8.23637,7.51388,7.1582,15.3717,11.9797,13.2282,8.17186,7.40897,8.60497,12.3261
SLC9A8,8.6528,10.2794,9.31601,12.9155,12.1066,14.4541,7.40421,7.95056,8.1731,8.74766
TNRC6B,11.0461,11.0561,10.8803,11.8789,11.6653,12.1073,7.27596,7.40291,6.56938,10.1178
ADD1,11.4538,11.1972,10.9061,12.2716,11.3996,11.5351,7.3903,7.34684,6.22603,10.2735
SPG11,14.3628,14.383,14.836,8.9181,9.58595,9.73724,5.19385,5.54663,6.07349,11.363
PET117,14.37,13.8631,13.364,9.85561,10.4428,8.62937,6.12903,5.64844,5.44192,12.2557
PPP1R15B,6.24582,6.77622,7.11087,15.4223,15.2956,15.6133,9.33191,8.93784,9.28823,5.97793
GINS1,10.1207,10.5373,10.5343,12.9859,12.4932,12.5885,7.41058,7.86752,7.36313,8.09871
MINDY3,10.8135,13.3731,11.4039,11.6894,11.3047,11.7004,6.99464,7.1878,6.42729,9.10528
CCDC102A,11.7405,11.5592,11.862,11.9728,11.4463,11.8334,6.96013,6.96825,7.0108,8.64661
PDXK,12.5059,12.3238,11.5144,11.6293,11.1348,11.1847,7.39782,6.61797,6.14707,9.5442
CIB1,6.92565,6.85483,6.99017,14.0601,15.0358,15.2748,8.4149,8.81516,9.117,8.51154
ZNF93,6.05574,6.88088,7.32968,15.7152,14.1092,16.3351,8.51496,9.77911,9.09379,6.18641
SUGT1,11.1583,11.1253,11.2179,12.1081,12.0463,12.0511,7.53421,7.15871,6.76186,8.83831
RNF130,12.7838,13.0744,12.9425,9.99323,11.0898,10.0509,6.02163,5.99406,6.42882,11.6208
ROGDI,12.6401,14.1441,13.8702,10.0577,10.4716,10.8137,6.40214,6.07256,6.09052,9.43744
LSM14A,12.8066,12.3713,12.8873,10.7917,10.9953,10.6965,6.60667,6.42714,6.2011,10.2164
SORBS1,4.20769,4.37073,4.78232,16.9976,16.5581,17.6874,10.1183,10.3061,9.91152,5.06028
CASP6,11.9564,11.8399,11.124,11.0034,11.2382,11.061,7.16152,7.14707,5.39093,12.0776
RGS3,11.2956,11.1133,11.7771,11.4727,12.1799,12.1466,6.32359,7.45208,7.39243,8.84666
TXLNA,10.7479,10.6407,10.8615,12.544,12.3844,12.3368,7.59299,7.5649,6.87416,8.45259
TAX1BP3,13.3165,12.7817,12.9814,11.0558,10.1467,10.061,6.67376,6.34592,5.4538,11.1834
MIF4GD,12.9058,12.803,12.1627,11.2927,10.9328,10.8046,6.4795,6.80762,6.22709,9.58416
MACF1,10.4171,8.67709,11.8046,11.882,13.3149,12.0118,6.94158,7.24047,7.79797,9.91257
KCNAB2,10.3159,10.2378,10.8195,11.9647,11.9997,12.0314,7.15256,7.41512,6.68938,11.3739
NFATC2IP,10.5705,11.4519,11.651,12.405,11.7256,11.9585,7.46453,7.19786,6.64483,8.93026
STK11,11.4519,11.4538,11.6254,12.5694,11.5725,10.2095,6.54087,8.80189,4.92557,10.8492
HSP90AA1,8.46032,8.23584,8.53198,14.334,13.6072,13.9094,8.48572,8.61402,7.59199,8.22958
TUBGCP6,13.8502,13.2431,13.2078,9.92944,10.5003,10.4515,5.83361,6.08886,6.2964,10.5988
SLC31A1,9.33428,9.3002,8.56923,12.7047,14.3657,13.8355,7.64137,8.01808,8.45611,7.77483
ADO,10.8557,12.0238,11.5743,11.6906,11.3455,11.9899,6.81668,7.32407,6.49471,9.88489
TMEM39A,7.73142,8.22413,8.65309,13.7885,13.5443,14.5529,7.70629,8.70107,8.26427,8.83411
GREM1,11.3406,13.1576,10.9959,8.94056,10.2668,9.75387,5.07979,5.83379,6.13377,18.4973
TMBIM6,7.02173,8.37316,7.74224,13.8068,15.2102,14.9317,7.51992,8.39823,9.93803,7.05806
BLOC1S5,11.6141,11.8152,12.0873,10.9292,11.8525,11.683,7.03828,6.76094,6.4745,9.74493
SNX5,11.706,10.9029,11.5874,12.1753,11.6791,11.8699,7.33654,7.06596,6.61135,9.06551
LOXL2,12.1361,12.0296,12.2293,10.8858,11.273,10.838,6.50854,6.15338,6.7295,11.2167
IFFO1,9.45168,9.26841,11.1527,12.0311,14.04,11.7938,6.23937,7.29637,8.71455,10.012
ANXA7,10.0948,9.78042,10.0946,12.1585,12.8445,12.6054,7.70529,7.59869,6.78576,10.3321
HIKESHI,9.40013,9.93566,9.4161,13.5038,12.488,13.6901,7.74934,8.3892,7.15666,8.271
SDCBP,10.5464,9.57408,9.47408,13.8102,12.6079,12.4803,8.63559,6.89589,7.30268,8.67283
DNAJC2,11.3395,10.9178,11.3275,12.3561,12.0573,11.9059,7.6702,7.06029,6.58493,8.78037
CLUAP1,9.45241,9.3241,9.19902,13.0612,13.1398,13.7975,7.82407,7.83344,7.80633,8.56218
CHAC2,11.529,13.3143,11.3375,11.5693,9.98563,12.2619,6.33895,7.61206,5.8845,10.1669
SLC7A11,4.56868,4.41784,5.4953,17.8705,17.9838,14.9259,11.3215,9.22071,9.23399,4.96179
CHMP6,10.9785,11.6402,13.2942,9.84138,12.3533,11.6368,5.93007,6.77595,7.13081,10.4188
RNASEL,8.40528,8.65832,9.63355,12.163,12.4632,13.3035,6.81496,7.60397,7.80633,13.1479
SIK3,11.2892,13.4605,12.714,9.8275,11.5972,11.178,6.52262,6.17306,6.40801,10.8299
CDR2,7.85517,8.25233,8.19308,14.3468,13.9098,14.5314,8.19846,8.35408,8.50618,7.85266
SEC16A,10.1986,10.065,10.6185,12.5314,12.96,12.4623,7.55311,7.39629,7.26564,8.94916
FAM219A,2.84931,3.08305,3.14964,17.3827,16.769,18.8775,10.0806,10.7804,10.1771,6.85082
TCEAL5,6.40005,6.66742,7.17373,13.2905,15.5911,14.5012,7.5019,8.52385,9.36005,10.9902
GEM,1.42725,1.59844,2.08369,18.9327,19.3773,19.9601,12.1191,11.2727,10.7023,2.52649
SIPA1,15.24,14.7441,15.1464,9.04492,9.27516,8.9703,5.35175,5.15215,5.46293,11.6123
SMAP2,12.5923,12.2028,11.7766,11.8189,11.1209,10.8545,6.96198,7.10418,5.70082,9.86685
CDC25B,10.758,9.08483,10.138,13.0237,12.2505,12.6957,7.52062,7.52684,7.15959,9.84218
CDC42EP4,9.59723,10.2192,9.8388,12.809,11.7959,12.316,7.01245,8.21567,6.35997,11.8358
ATP6V1H,8.5139,8.36368,8.79268,14.0724,13.5976,14.1709,8.09554,8.23776,8.1287,8.02686
CNRIP1,10.4812,11.8703,10.5253,11.2521,10.5915,13.3437,6.94314,7.12331,6.49667,11.3728
MAGEH1,6.11532,6.3403,6.17982,16.5283,14.7833,16.2051,9.32997,9.77688,8.64489,6.09619
PPM1D,5.02447,6.38272,6.05868,16.3794,16.2111,15.4607,9.01311,9.74503,9.28568,6.43912
FOXP1,8.568,8.64962,8.95358,14.0735,13.1869,13.4672,8.02834,7.76061,7.95877,9.35349
MVB12A,12.1328,11.7463,11.7159,11.3918,11.1782,11.3014,6.90752,6.63464,6.19547,10.796
RBCK1,11.4254,11.424,10.9818,11.8791,11.5086,12.863,7.87352,6.41683,6.83089,8.7969
PAIP1,11.6431,12.6066,12.537,10.5701,11.4984,12.0216,6.08877,7.54901,6.22044,9.26502
PLEKHF1,10.1932,10.9868,10.5346,12.7219,11.9273,11.7327,6.84529,7.26847,7.07794,10.7118
UBP1,12.6009,8.19715,10.4901,12.9127,11.4071,11.9,7.23783,7.83411,6.02477,11.3953
JUN,3.36565,3.17813,3.65162,19.0528,17.4771,17.8806,11.4024,10.69,9.59096,3.71073
LYSMD2,9.94527,13.1161,10.9574,11.7908,8.88593,13.7771,6.37978,7.46743,6.20605,11.4741
NR2C1,8.35414,8.83133,10.9994,12.3326,13.1744,13.2816,6.09353,8.05387,8.4266,10.4525
SAMD5,4.99805,5.97502,4.62618,17.2132,16.6965,16.6042,10.6735,9.49467,9.22477,4.49387
CAMSAP1,10.6277,10.4888,10.8471,12.4961,12.2953,12.5426,7.21342,7.58061,6.92617,8.98222
ARPIN-AP3S2,12.0912,11.7282,12.4682,11.0178,11.4392,11.5836,6.57981,6.75458,6.46087,9.87655
ST3GAL1,6.80985,7.23912,6.91872,14.0603,16.0952,14.8965,8.28339,8.3866,9.52348,7.78686
TXNDC9,9.46611,10.2338,9.85784,13.2056,12.4052,13.5082,7.75873,7.7416,7.24054,8.58241
SHISA2,14.9583,15.9201,15.2222,8.65052,8.67286,8.90743,4.12497,5.38803,5.73395,12.4217
NECAP2,11.2099,11.0995,10.9343,12.257,12.0933,11.9213,7.3823,7.08585,6.60714,9.40944
LRCH3,12.4818,12.0386,11.9603,10.9788,11.8457,11.1795,7.22378,6.70773,5.82349,9.76032
METTL26,10.9539,11.9136,12.7783,9.96924,12.4521,12.0019,6.57545,6.98209,6.43717,9.93623
WARS1,10.6685,10.1787,10.4098,12.931,12.3999,12.3045,7.7787,7.69734,6.38245,9.24911
TSPAN13,7.67307,7.57538,9.18362,13.8554,14.6579,14.5536,8.20616,8.07037,8.72082,7.50361
TOM1L1,7.94852,9.00041,7.56969,14.0378,13.6111,13.8816,8.20286,8.36702,7.51778,9.86322
KIF5A,11.267,10.8664,10.9395,11.5763,13.1917,11.7873,7.84974,7.07372,6.25541,9.19295
MAP3K14,12.1313,12.8656,12.4696,10.6338,10.679,11.0098,5.97427,6.91813,5.82781,11.4906
HACE1,11.0881,11.6332,11.2585,11.2962,11.6413,12.7382,6.92104,7.01312,6.72629,9.68403
PEX19,10.4298,10.8292,10.7052,12.6132,11.7523,12.1756,7.37014,7.50908,6.26052,10.355
BIN3,8.848,11.6561,10.4917,9.68344,13.5843,14.348,4.18893,9.32577,8.24611,9.62758
COL12A1,11.0672,10.8452,11.1909,11.8497,11.4448,11.484,6.60554,6.73441,6.77673,12.0014
PDCD6,10.5296,10.3957,10.3567,13.1297,12.36,12.3322,7.7819,7.36075,6.70313,9.05029
UNC119B,12.6154,11.5494,11.0997,11.4807,11.2268,11.5942,6.77197,6.75972,6.2762,10.6258
PDRG1,9.46238,9.81955,10.4374,12.2067,13.9275,13.3751,7.09109,7.9755,7.74805,7.95671
LTBP1,6.46844,6.25382,8.1696,13.8379,14.8239,14.3382,7.67731,8.29687,8.84405,11.2898
PCYT2,12.4605,11.4497,12.076,11.3838,11.2943,11.3215,6.65696,7.15746,5.80523,10.3946
SFRP2,9.23191,9.8898,10.6359,12.4771,13.3878,11.2576,7.28904,6.53074,7.60021,11.6999
RANGAP1,9.74994,9.98877,10.0072,12.9169,12.671,12.8217,7.21072,7.62874,7.3215,9.68354
VHL,9.91522,8.92283,10.1473,12.9933,15.1872,13.0984,7.98889,7.23745,8.5879,5.92145
BANF1,13.5928,8.81485,9.62246,13.5504,11.8589,12.4021,5.36453,8.83191,7.60781,8.35428
EEF2K,14.133,15.595,14.8656,9.26719,9.01831,9.266,5.13521,6.02675,4.72573,11.9673
CCDC92,11.4969,8.21085,11.834,12.6265,10.5999,11.2762,7.72999,6.99366,5.16419,14.0679
HERC4,14.4429,15.2412,14,9.5353,9.54722,9.64176,5.7905,5.2898,5.47672,11.0346
ITGA2,6.41254,7.19218,7.13464,15.2247,15.3808,15.235,8.79289,8.32538,9.30151,7.00038
LRRC20,12.2614,11.8994,12.6867,11.5926,10.2011,11.855,6.20507,6.83646,6.3454,10.1168
HELB,10.5624,10.2986,10.4454,12.5642,11.6913,12.6671,7.18627,7.27198,6.81093,10.5017
ANXA11,11.8297,11.5535,11.5093,11.5187,11.4542,11.4915,6.48323,6.95801,6.40498,10.7968
CHCHD10,20.2462,14.0914,14.4714,7.18296,4.89888,5.03706,4.15436,3.04541,2.6544,24.2179
HMCN1,12.2721,12.8645,12.3861,10.7175,11.4339,11.1533,6.2773,6.25121,6.64235,10.0018
SHANK2,13.3666,14.1712,13.5635,10.3543,10.6155,10.914,5.477,6.33197,6.53622,8.66979
TRUB1,13.7195,13.661,13.422,10.7652,9.63953,9.50144,5.4758,5.79915,5.92976,12.0866
TBX2,11.6839,11.7631,10.8618,11.385,11.6275,10.6451,6.45225,6.31535,6.58743,12.6786
RAB3IL1,9.45704,10.1361,10.5086,12.7632,11.4774,12.682,7.00535,7.46004,6.7565,11.7538
UBTF,12.4539,10.8398,11.4789,11.7034,10.7645,11.1573,6.35351,6.59486,6.37507,12.2787
HLTF,13.1534,12.8532,12.9829,10.6967,10.5018,10.4442,6.04812,6.10205,6.03191,11.1857
LZTFL1,9.01859,8.12757,8.99594,13.8089,13.9589,13.8085,8.37911,8.03778,7.45461,8.41011
TYRO3,9.39336,9.37343,8.54617,14.7611,11.3175,13.255,7.97475,8.27299,6.32504,10.7806
NEK9,12.932,12.5258,13.2056,10.9756,10.7027,10.7122,6.37205,6.41566,5.79325,10.3652
CAPNS1,11.2106,10.5973,11.5921,12.329,12.2918,12.0878,7.26099,7.31006,6.486,8.8344
EVI5,11.8152,12.6822,11.5778,11.7178,11.4454,11.5435,6.39151,6.84083,6.66335,9.3224
DCTPP1,11.015,10.1945,11.735,12.1543,12.8298,12.4444,7.02961,8.13114,6.29069,8.17558
C4BPA,7.56113,6.53162,7.8164,14.5162,13.0657,16.3008,8.20419,9.00779,7.93628,9.05995
RPTOR,10.6156,10.8485,11.2239,12.0781,12.1844,12.0834,6.83994,6.99365,6.99114,10.1412
EFCAB7,7.75652,7.85422,7.81714,14.2252,14.8373,14.2157,8.34592,8.12082,8.3274,8.49978
PPP1R2,11.5292,11.5638,11.6627,12.2564,11.8316,12.2154,7.06064,7.33141,6.40263,8.14631
ALKBH3,8.45323,9.42592,8.70709,15.3255,12.4975,13.2229,7.83369,8.64475,7.02521,8.86422
FNTB,11.8062,12.5672,11.2323,11.4788,11.5073,11.9291,6.71748,6.91067,6.35905,9.49194
SCRIB,14.135,14.5223,13.9866,10.1167,9.49985,9.62671,5.49754,5.59897,5.63992,11.3763
WASF2,11.4095,11.2904,11.2286,12.4594,11.9635,12.2669,7.30288,7.3236,6.35003,8.4052
NYNRIN,16.8662,15.9802,18.9225,5.64489,8.20692,5.65609,3.14374,4.033,3.96862,17.5777
TACC2,8.51769,9.39278,9.27148,13.2392,13.7943,13.8939,7.86768,7.67851,7.83073,8.51375
BORCS8,12.9058,11.1515,7.63678,11.1757,14.1439,10.2342,7.07739,5.6336,7.58633,12.4548
LASP1,12.4981,11.905,12.5373,11.3131,11.092,10.841,6.50385,7.00597,5.45928,10.8445
MAP2,8.55418,9.55185,8.97331,13.6538,14.0433,13.948,8.17413,7.83477,7.73967,7.52697
PTBP2,11.2609,10.4296,10.7826,11.1332,12.1344,12.5561,6.52775,6.18169,7.71851,11.2753
CMIP,11.9834,13.4964,10.9016,10.8239,10.8047,11.0328,5.86254,7.35703,5.4,12.3376
SSRP1,4.75669,4.17952,4.72503,16.806,16.1017,17.9156,9.86078,9.72853,9.38086,6.54525
ANTXR2,5.13471,5.82868,5.889,16.4084,16.6004,16.0516,9.15807,9.19608,9.60938,6.12369
SLC39A3,8.58536,10.9717,7.80516,13.0298,11.3889,15.372,5.84955,9.95028,6.87411,10.173
CACFD1,11.1189,8.38518,11.9028,13.9088,12.6037,12.5847,8.15142,5.81157,8.30747,7.22548
OARD1,11.4554,11.794,12.1323,11.918,11.9726,12.0165,6.91679,7.07284,6.4398,8.28173
NUDC,9.83599,10.1142,10.1283,13.2784,12.9865,12.9595,7.85886,7.6511,6.80575,8.38138
MTMR3,10.1852,11.0963,10.2632,12.761,11.9675,13.171,7.40054,7.05712,7.0959,9.00222
SPTBN2,8.6276,6.78237,8.32652,13.6105,13.6773,13.9907,7.59167,7.8327,8.04822,11.5124
SDSL,11.5629,14.19,13.1706,11.4929,10.1481,10.4844,5.47624,6.81885,5.96289,10.6931
RASIP1,10.891,10.4498,10.3795,12.8877,12.9576,12.1503,7.64797,7.20177,6.73504,8.69939
CPPED1,13.1399,13.6455,13.1317,11.3273,10.5315,10.4516,6.06391,6.5683,5.69791,9.44242
CLIP2,9.15043,9.57378,9.69467,13.0975,13.1803,13.3201,7.28034,7.67539,7.50394,9.52349
LURAP1L,5.75526,5.92677,5.74778,14.8383,15.6088,17.4059,8.77243,9.64758,8.71477,7.58239
MPI,12.6345,12.6236,12.7996,11.5548,10.6004,11.0928,6.44719,6.89415,5.50386,9.849
TNFAIP8,12.4582,7.98381,10.5897,12.012,13.5704,12.6955,8.00655,7.47718,6.20757,8.99917
HEBP1,11.6791,11.2027,11.6749,12.143,11.3464,11.5018,6.85869,6.90275,6.06675,10.6238
ENPP1,10.0561,12.2173,10.0564,12.4238,11.1947,13.0847,7.37312,6.7788,6.62914,10.1857
TSNARE1,8.68015,33.0047,5.57136,20.6578,7.01325,3.28413,1.81544,8.58725,7.11867,4.26728
TLNRD1,10.7618,12.9475,13.5825,11.2625,10.7443,12.0779,5.81438,7.00765,6.46784,9.33358
KIF1B,8.41744,8.56535,8.62755,14.1745,13.7684,14.1965,8.29189,7.65238,7.8853,8.42072
KDM6B,3.05185,3.3385,3.71478,9.13846,35.6384,9.93746,9.71443,10.2537,10.9683,4.24412
NAV1,13.1347,12.9164,13.531,10.6682,10.4567,10.3968,6.15475,6.16261,5.50461,11.0742
ZNF280A,5.35217,6.83875,6.29548,13.1118,17.8023,15.5419,6.78007,8.93772,10.54,8.79973
AP5B1,11.7164,12.3031,12.1689,11.1777,10.4371,11.9958,6.54681,6.42328,6.02228,11.2086
STAT2,10.3706,10.8044,10.8325,12.541,13.3924,12.1685,7.11467,7.65156,6.76373,8.36056
ELP6,12.3324,11.6367,11.8053,12.4383,11.0935,11.4424,6.96483,6.66144,6.11717,9.50797
CC2D2A,12.633,12.3976,11.5711,10.4513,10.9598,13.0255,5.29642,7.26817,6.86639,9.53077
CBS,13.4158,12.1699,12.2789,11.6156,10.9732,11.2333,6.789,6.4197,5.87302,9.23153
KLC3,11.2049,11.3267,11.4855,13.3312,12.3624,11.1371,6.88901,7.64569,6.2246,8.39297
DNAJB2,6.27523,6.68659,6.94054,15.4251,15.2269,15.3819,8.38934,8.63422,8.91945,8.12071
IFIT2,12.8547,11.5211,12.9159,11.0811,11.8034,10.4118,6.39429,6.44952,5.90821,10.66
ALCAM,7.1922,7.91627,7.75134,14.0398,14.1873,14.958,7.61467,8.40944,8.29483,9.63617
EGFR,9.75938,9.63889,9.98567,12.4946,13.0562,12.3507,7.07534,7.09505,7.17217,11.372
EHD3,12.9278,12.4637,13.0794,10.6837,11.4127,11.2648,6.74697,6.5307,5.49225,9.39806
ARFGAP1,11.2977,10.8667,10.7686,12.2974,12.6132,11.6561,7.21916,6.81754,6.52625,9.93719
ARHGAP6,15.4697,14.769,13.2653,10.9835,9.0045,10.0838,6.22806,5.66238,5.02,9.51371
RTL8C,16.5543,16.7617,16.3557,7.82799,8.30593,8.149,4.34928,4.47448,4.82021,12.4014
MAP2K2,13.4633,13.3714,12.917,11.3845,10.4191,10.9132,6.31238,6.55539,5.51098,9.15274
ROBO3,6.43841,7.76342,5.7055,14.8157,14.8364,17.409,8.67132,10.0167,7.74182,6.60178
RNF216,8.61326,10.8291,9.02636,13.0086,13.4867,13.6007,7.12897,7.11254,8.27566,8.91803
