Approved symbol,DMSO_1,DMSO_2,DMSO_3,MG132_1,MG132_2,MG132_3,BRD1732_1,BRD1732_2,BRD1732_3,BRD1732_1um
SLC35A1,9.47081,10.1749,9.96569,10.1725,10.4911,10.9371,8.5638,9.51489,9.91249,10.7968
RPL13A,12.0007,12.5668,12.4214,9.58827,9.47602,9.32424,8.47349,8.53483,8.13549,9.47874
DYNC2I1,13.7531,14.7171,13.5201,7.97805,8.15119,8.07563,7.05232,7.42136,6.96386,12.3673
UST,9.77867,11.7041,9.13248,11.4479,9.68804,10.2963,9.81204,8.8859,9.14058,10.114
PCDH20,17.1831,14.1316,15.6305,7.36884,6.97785,4.00061,4.74196,5.1489,6.35734,18.4593
EIF3A,10.3594,10.8518,10.4874,10.0742,10.8123,10.5714,9.04726,9.63913,9.16816,8.98883
ADRM1,10.0836,8.30823,9.55384,11.1917,10.8228,10.4378,10.0475,9.97678,8.70982,10.868
BLMH,9.84463,9.86957,9.61216,10.9251,10.801,10.2929,10.3789,9.14428,8.82471,10.3068
HINT1,11.8721,12.0597,12.1553,9.51087,9.35014,9.72701,8.50018,8.95501,7.854,10.0157
RPS6KA1,13.1208,12.9957,12.8257,8.63487,8.59468,8.52427,7.84985,7.54451,7.40234,12.5073
RNF13,9.09047,9.92346,9.83881,10.7491,10.6962,11.3039,9.12009,9.58208,10.2814,9.41455
DCTN6,9.19044,8.92942,9.14544,11.0038,11.2526,11.5494,10.3037,10.1441,9.46722,9.01386
KRT78,9.46779,12.7371,6.49914,12.6252,7.49823,10.4098,7.17704,9.41423,10.4266,13.7448
IFT70A,12.8102,13.9784,13.0263,8.13081,8.09726,8.47013,6.60588,7.97861,7.27002,13.6324
RRBP1,8.76021,9.32171,8.95796,11.0605,11.0796,11.1777,9.51291,9.76681,10.1984,10.1642
RWDD1,11.9766,11.3837,12.9692,9.9076,10.1851,8.85575,9.52755,7.96466,8.11987,9.1099
DNMT1,10.9349,9.76548,10.559,8.87241,11.129,9.98562,8.83535,7.45523,10.2402,12.2228
LEF1,9.9157,8.73983,9.09095,10.5153,11.2332,10.7795,9.94316,9.00915,9.82196,10.9512
PURB,9.70004,9.9879,10.6442,10.3971,10.5659,11.2444,9.13898,9.75929,9.59004,8.97219
RNF126,10.2436,9.96543,9.8304,10.0346,10.9203,10.9202,9.13999,9.43878,9.61374,9.89302
CGREF1,10.7831,12.4256,11.0637,9.38675,9.50048,9.98688,8.03773,7.74929,9.74883,11.3176
DMXL2,13.383,13.5118,13.1779,8.62787,8.74623,8.78407,7.67452,7.71785,7.73965,10.6372
NFKBIA,11.011,11.8564,9.98971,10.5008,10.6643,9.14204,8.79612,9.77997,8.22404,10.0355
GNS,7.98253,8.74412,7.91965,11.1207,12.2089,11.8243,9.75063,10.7495,10.578,9.12172
MYL6B,12.4183,13.0658,13.5617,9.37243,8.73324,8.9205,7.8635,8.45627,7.57293,10.0354
RPL26,11.7314,12.2632,11.3076,9.42166,10.1737,9.45718,8.27522,8.55209,8.85576,9.96217
PCK2,8.97693,9.50937,9.12251,10.9438,11.4017,10.8716,9.53301,9.56514,10.2641,9.81179
FHIP1B,9.99604,10.4787,9.91819,10.1544,11.1048,10.3913,8.51189,9.36214,10.1031,9.97948
POLR2J,9.53105,10.389,9.67113,10.8654,10.4755,11.2193,9.3559,10.1428,9.28218,9.06771
FAR1,6.45665,6.76504,7.00414,12.7422,12.0543,12.8121,10.7445,10.8639,11.6328,8.92438
MSI2,12.2331,11.9168,11.2204,10.0902,9.47009,9.04084,8.88552,8.20381,8.18784,10.7513
ZNF652,9.75289,10.1544,9.8629,9.7879,10.5359,11.025,8.40072,8.86848,10.4342,11.1776
NFIX,12.181,10.8224,12.3214,9.50882,10.0457,8.79719,8.99069,7.56056,8.49638,11.276
COX18,11.4067,12.437,12.1093,9.63214,8.86173,9.29181,7.7013,8.35492,8.4827,11.7224
MTRR,12.5474,12.475,12.0117,9.13619,9.8926,9.02302,8.64181,8.66515,7.46672,10.1404
RIC8B,9.27323,9.03405,8.81022,11.4363,11.5373,11.2528,10.6599,10.1191,9.44609,8.43102
EEF1B2,11.3,10.8483,11.8158,10.508,9.72636,9.76769,9.40382,8.93977,8.15,9.54031
ANKFY1,12.1566,11.8783,11.8764,9.53808,9.75966,9.39515,8.63327,8.42899,8.27244,10.0612
LMF1,9.34671,12.1318,8.42827,10.176,9.74253,12.8134,10.6831,8.3774,9.83037,8.47046
TDRD3,11.3941,11.6624,11.4805,10.0097,9.05772,10.2051,8.43434,8.69056,8.71062,10.355
EEF2,11.3828,11.6758,11.4551,9.93313,9.80457,9.82997,8.98133,9.33908,7.76834,9.8299
ZNF639,8.32064,8.60351,8.60248,12.1617,10.9875,10.8819,8.90436,10.3164,10.8042,10.4173
LRP8,11.8222,11.2752,12.3501,9.21602,9.31224,9.43288,8.21629,8.06482,8.38144,11.9287
VNN1,9.97462,9.46573,10.887,9.44882,12.1941,10.4192,9.17102,8.79097,10.3165,9.33209
GNAO1,11.6637,13.1509,12.0049,9.40729,9.39762,9.15696,8.30261,7.81614,8.53841,10.5614
TRMT10A,9.13481,10.0337,8.84187,10.8335,11.0911,10.9137,9.53704,9.92478,9.49052,10.1989
SPAG9,9.40759,9.21797,9.38264,11.1256,11.0996,11.1873,10.5134,9.98621,8.95889,9.12088
RBMS1,10.654,9.54733,10.6129,10.1547,10.3148,10.6544,9.31798,9.32436,8.79528,10.6243
GCN1,13.2249,13.5325,12.8808,8.97373,8.71375,8.75004,7.94125,8.06072,7.30429,10.618
FARSA,11.6338,11.6273,10.9185,10.045,9.58436,10.009,9.06815,8.72344,8.33397,10.0565
SLX4,11.9851,12.2164,11.6518,9.21387,9.38919,9.00343,8.14401,7.31426,8.87335,12.2086
RHBDF2,12.7736,13.2616,12.6188,9.04198,7.61586,9.25962,7.27431,7.49717,8.06816,12.5889
NGRN,6.79598,7.17073,7.13078,12.2378,12.4522,12.471,11.2488,10.2698,11.2267,8.99624
CCNY,10.4472,11.8979,11.4858,9.80323,10.1812,9.6259,8.54652,8.57712,8.96656,10.4687
RBMY1E,8.44286,5.11835,7.21772,11.6019,15.495,10.1459,14.6007,8.98517,9.22155,9.17078
PRKCE,11.6582,11.2493,10.4734,10.2941,10.0131,9.76027,9.85507,8.60186,8.02825,10.0665
FAHD2A,9.7444,10.0216,9.82753,10.1463,11.032,10.8492,9.47108,9.16163,9.57518,10.1711
NUDT1,13.9481,12.8254,13.4098,8.73985,9.06331,8.45561,8.2202,7.84067,7.06611,10.4309
GABRP,12.4168,13.5084,13.9317,8.31425,10.0155,8.87909,7.57923,8.06171,8.31365,8.97963
PRKD2,10.9907,10.8973,10.8366,9.72526,9.76181,11.0774,9.40534,9.16412,8.33662,9.80488
PALS1,9.59865,10.2873,10.7235,10.0956,11.0861,10.6847,8.96219,9.25067,9.83797,9.47334
AEBP1,6.0184,5.82153,6.37249,12.7919,12.3144,12.9437,10.9903,11.4272,11.0715,10.2485
PRDX5,10.3332,10.5694,10.9329,10.623,10.2917,10.3227,8.74073,9.54028,9.21044,9.43571
ZC3H7B,10.7578,9.98729,10.428,10.0884,10.9391,10.4548,9.59467,8.66179,9.44723,9.64088
ACYP2,10.3845,12.195,11.5896,9.58025,10.0065,9.92727,8.66038,9.65689,7.65246,10.3471
ACAD11,11.7095,11.5357,12.3115,9.51256,9.78017,9.27593,8.24271,8.14853,8.74162,10.7417
CPT1B,9.84953,10.8965,10.4194,9.92342,10.2993,11.4511,9.00845,10.0134,8.83731,9.30156
BAG1,8.85476,9.60413,9.60673,11.0825,10.7853,11.3622,9.54854,10.0558,9.62273,9.47729
PELI1,4.93127,4.64777,5.27811,13.2338,14.1475,14.9604,11.9741,12.6611,12.5987,5.56727
NUB1,11.7775,11.5663,11.8502,10.2689,9.90645,10.1648,9.22465,9.09122,8.36165,7.78829
ARHGEF16,10.3844,11.5606,10.4217,10.3698,10.4664,10.4665,9.52451,9.55223,8.44135,8.81248
PGS1,10.3275,10.1518,8.79888,10.805,10.0512,10.302,8.46665,9.42702,9.49672,12.1732
ZBTB14,9.68387,10.0441,9.79893,10.5265,9.82152,10.7929,9.24128,8.87843,9.25358,11.9589
TAX1BP1,7.26052,7.89778,7.74632,12.3799,12.0819,12.4348,10.8355,10.7125,10.8774,7.7733
ARPC3,10.7276,11.0478,10.9187,10.4995,9.94697,10.513,9.26573,9.29241,8.64677,9.14146
ITPRIP,8.21311,7.63425,8.05668,11.8058,12.0238,11.7876,10.7631,10.27,10.264,9.18163
RARS1,11.1622,10.0799,11.471,10.449,9.70441,10.4516,8.80085,9.73388,8.35796,9.78913
ZNF207,8.7674,7.91735,8.73242,10.6323,11.9223,11.9664,11.1957,9.15951,9.97725,9.72928
SNX4,11.4836,11.9136,10.8539,9.55078,9.67718,9.92483,8.53874,8.38667,8.68975,10.981
STAU1,8.24229,5.75469,9.24114,12.2813,12.0629,12.1309,11.585,10.6653,9.79528,8.24117
PSMD3,9.42874,9.75294,9.35983,10.6101,11.1634,10.9117,9.35564,10.1088,9.25067,10.0581
DCTN5,9.26447,9.32174,9.19263,11.4849,11.1167,11.0937,10.1627,10.6158,8.81519,8.93211
TKT,11.2494,11.8996,11.2306,10.0307,9.75062,9.81242,8.81576,8.88861,8.28681,10.0354
NRDE2,10.7587,10.99,10.6998,9.32357,10.0925,9.99835,8.26331,9.08072,8.48859,12.3045
DUS2,10.5619,10.9767,11.0194,10.2607,9.74866,10.3103,8.70345,9.28314,8.63562,10.5001
MPDU1,10.9457,11.4873,12.3308,7.37909,11.1621,10.9357,3.68857,12.5124,9.67833,9.87996
ROR2,11.4892,11.9841,11.6548,9.72541,9.3225,9.97824,8.42964,8.15873,8.88838,10.369
MUL1,7.0683,7.31984,7.66441,11.8114,12.2492,12.5523,9.9418,10.1344,12.0579,9.20033
AP3B1,11.6421,11.61,11.9679,9.77238,9.78437,9.87357,8.57254,8.7742,8.47984,9.52308
CLIC1,12.1173,11.9018,11.896,10.161,8.92717,9.53043,9.05676,8.77668,7.28003,10.3527
CTU2,12.5344,14.0043,13.1257,8.85657,8.70312,8.90561,7.46583,8.13935,7.61841,10.6468
SCYL1,12.1838,12.4346,12.0834,9.45005,9.31758,9.24623,8.24678,8.30134,8.03383,10.7024
RAD23B,11.2773,11.3202,11.4877,10.2476,9.99237,9.59428,9.12168,9.28108,7.77616,9.90165
NGFR,9.7177,11.2046,9.10327,12.2925,8.64002,11.1598,8.56169,9.57223,10.0244,9.72386
SHMT1,11.0213,10.1643,10.8236,10.7929,10.1418,9.94444,9.91849,8.79626,8.37344,10.0236
COL20A1,11.1514,9.86001,9.86839,9.98383,12.2279,9.65267,10.6164,8.71508,8.60678,9.3175
PFKFB2,10.0066,9.94405,9.9615,10.5173,10.888,10.9793,9.33921,9.86698,9.1881,9.30895
UROC1,10.4651,8.41528,11.3317,11.4166,9.48435,11.6357,9.32121,9.34616,9.85758,8.72636
SACS,11.6087,11.9342,11.5861,9.53556,9.58704,9.51711,8.3704,8.5123,8.22552,11.1231
WFS1,9.98588,9.74276,9.69309,10.4654,10.4127,10.38,8.99287,9.01095,9.39951,11.9168
NOL4L,10.714,10.0284,10.8257,10.138,10.124,9.18717,8.54574,8.51672,8.75491,13.1653
EIF2B5,11.568,11.1344,11.3896,10.3336,9.98634,9.78644,8.88693,8.81146,8.69394,9.40928
PCYT1A,9.55009,9.39818,9.46854,10.6473,11.1986,10.8067,9.70937,9.20954,9.70551,10.3062
WDR6,11.1388,11.0942,11.3598,9.74365,9.76659,9.84856,8.32488,8.9907,8.41831,11.3145
ZFHX3,9.75516,10.2431,10.1526,10.1601,10.1833,10.7517,8.42301,9.15911,9.66991,11.502
CRKL,10.5887,10.0524,10.1513,10.9887,10.4709,10.4081,9.8995,9.50876,8.50972,9.42194
COQ9,10.531,11.5423,11.0076,10.2057,9.74598,10.3679,8.52013,8.94414,9.09724,10.038
NAPG,11.4121,10.8269,11.3653,10.1972,10.5196,9.8874,9.46052,8.8508,8.49449,8.98571
GOLGB1,9.46999,9.59691,9.45668,10.8063,10.7178,10.7094,9.44894,9.12317,9.66015,11.0107
CCT7,11.0837,10.5566,11.1846,10.4915,10.021,10.1879,9.34518,9.29105,8.2528,9.58559
TTC33,9.69143,9.9177,9.23402,11.3783,10.9517,10.7296,10.1652,9.53144,9.2549,9.14574
HIP1,10.8265,10.833,10.7997,10.0579,10.1544,10.019,8.62984,8.63416,9.20868,10.8367
NR2F6,11.6685,11.9385,11.432,9.53353,9.8271,8.94528,7.57176,8.47641,8.73727,11.8696
GMIP,12.9985,12.5321,12.2411,8.61818,9.25672,8.93096,7.33872,8.16835,7.9637,11.9516
INF2,12.3526,12.4633,12.0655,9.22305,9.29037,8.77394,8.73129,7.57847,7.57931,11.9422
EMC6,9.5059,9.79289,10.1031,10.1255,10.8436,10.9051,8.43595,9.09116,10.3775,10.8193
EPHX1,9.72808,10.3263,9.95876,10.5413,10.8786,10.8582,8.94716,9.25809,10.0521,9.4514
RIPK1,11.7661,10.7095,11.4966,9.91866,10.1159,9.46991,9.35973,8.89178,7.5731,10.6987
NPLOC4,9.66828,9.98735,9.36868,10.7577,10.388,10.7931,9.25497,9.10356,9.5895,11.0888
GTDC1,10.8813,7.95587,11.6835,10.9309,11.1649,10.5495,9.55448,10.8593,8.15155,8.26867
DENND1A,12.7482,10.9418,11.7756,9.30332,10.4307,8.71733,9.63406,8.19248,7.06866,11.1879
EEF1A1,13.2568,12.873,12.5212,9.45385,8.79828,8.67859,8.2466,8.05227,7.26202,10.8573
USP24,11.6019,11.7175,11.7728,9.41632,10.1776,9.4989,8.61369,8.79375,8.04491,10.3626
ABCC10,11.3361,12.2478,11.9938,9.81698,9.77752,9.39889,8.06781,8.20898,9.08689,10.0652
ATP1B1,7.78457,8.32591,8.31465,11.6188,11.7905,11.6821,10.2287,9.90469,10.5637,9.78637
PSMD4,10.8957,9.4556,10.3912,10.8499,10.3296,10.0915,10.1195,9.0007,8.23234,10.634
FAM156A,6.04287,7.85881,7.22934,12.9155,12.3795,12.428,12.6936,9.90585,10.3924,8.15412
COG7,11.1597,11.2098,11.4258,9.90753,9.69374,9.94935,8.42113,8.73606,8.68588,10.811
XPO6,11.0402,10.8239,11.2035,10.0317,9.92274,10.0406,8.69707,9.05262,8.47813,10.7095
WNT5A,15.8053,14.672,15.0944,7.90646,7.74457,7.31989,6.56108,6.72352,6.79985,11.373
PIKFYVE,10.4887,10.7398,10.3201,10.2935,10.1965,10.6966,8.87327,8.91514,9.47273,10.0036
SASS6,9.72986,9.43697,9.67527,11.064,10.503,11.5314,9.70681,9.86395,9.35885,9.12982
UGDH,10.7911,10.5246,10.5422,10.6594,10.625,10.4398,9.55287,9.41294,8.76235,8.68983
FLAD1,11.0174,11.3473,10.9292,10.1639,9.82662,10.1038,8.56198,8.89828,8.84134,10.3102
GSK3B,10.039,9.41587,10.0063,10.9131,11.0822,10.9137,9.96496,9.55306,9.23882,8.8731
SYCP2,11.1684,10.9072,12.2023,9.60044,10.9449,9.05732,8.51583,8.9569,8.39382,10.2528
TCF3,8.82981,8.62088,8.89877,11.2784,11.2642,11.356,10.315,9.76766,9.53445,10.1348
C1orf131,8.51184,7.59266,8.51051,11.1838,11.5198,12.3642,9.75943,10.4335,10.4455,9.67879
DENND6A,12.2636,12.8217,12.031,9.62122,8.94252,9.50767,8.1415,8.42445,7.95909,10.2872
WNT16,10.8424,8.36855,10.9671,11.3776,10.8224,9.07648,8.89178,9.47313,8.96023,11.2203
RPL28,12.1002,12.0322,12.364,9.22776,10.2357,9.23793,8.47264,8.26962,8.33198,9.72792
GPATCH2,8.88204,8.41728,8.66224,11.2916,11.734,11.779,10.3913,10.0166,9.99286,8.83308
SEC24C,11.5534,11.4982,11.5489,9.9049,10.0099,9.95346,8.77,8.75544,8.55283,9.45289
HK2,9.7461,9.31392,9.4342,11.5509,11.1802,11.222,10.0256,9.66537,9.9536,7.908
CPT1C,8.79935,9.49161,8.91259,11.2591,10.6919,11.7333,9.31595,10.2933,9.7984,9.70451
LAMTOR2,9.51911,9.00144,9.10217,11.6402,10.1993,11.3207,9.23393,9.82565,9.88802,10.2696
RFX1,9.6225,9.88832,10.1327,10.8679,10.1209,10.3799,8.86104,9.20187,9.32061,11.6043
CTTNBP2,10.5503,10.3328,11.0964,10.0966,10.7008,9.3146,8.70138,8.456,9.12506,11.6262
EIF3M,10.5014,9.86779,10.1955,10.8652,10.6325,10.3467,9.85453,8.8969,9.03411,9.8053
SNX15,11.6992,13.7215,11.2782,8.94626,9.43805,9.58448,8.26162,8.01825,8.11592,10.9364
SLC39A11,8.68311,9.93923,9.03583,10.0659,11.6864,11.5178,8.84423,9.51763,10.6486,10.0613
HMGB1,11.3015,11.1608,10.8045,10.2509,10.4069,9.78657,9.36335,8.64278,8.53874,9.74399
UBQLN1,10.3562,7.75632,8.55236,12.5655,10.7836,10.0589,11.538,8.86803,8.7211,10.8
ANKLE2,10.8075,11.4938,10.8636,9.99341,9.61144,10.276,8.36633,8.88122,8.8018,10.9049
PCBP1,11.2851,11.3469,11.4528,10.1657,9.84456,9.81231,8.81157,8.80128,8.38197,10.0978
FSD1,10.7997,11.237,11.103,9.2289,10.2169,10.3932,8.78963,8.89099,8.32806,11.0126
ANO10,9.63666,10.3722,10.4461,10.0966,10.9462,10.6305,9.0583,9.00169,9.54649,10.2653
LAMTOR1,11.3519,10.9931,11.0787,10.2511,10.1922,9.65,8.69498,8.46775,9.06531,10.255
RAVER1,10.8605,11.4429,11.1386,9.62317,9.67957,9.5958,8.09111,8.18219,8.91285,12.4733
CCDC6,11.3467,11.002,11.2868,9.95297,10.0653,9.76024,8.9969,8.62817,8.32716,10.6338
LMBRD2,8.73247,9.22333,9.21783,10.9741,11.6498,11.0499,9.67098,9.58063,10.0904,9.81048
MAFG,2.81446,2.9352,3.63691,15.2438,14.8252,16.2811,11.87,14.5745,13.9405,3.8783
VCP,8.8598,8.98679,8.94692,11.3477,11.3115,11.1781,10.0234,9.72004,9.73594,9.88971
RPS28,11.6022,11.7649,12.218,9.82281,9.90281,9.40406,8.49976,8.09081,8.786,9.90873
UBE2H,9.24124,9.00566,9.90106,11.0241,11.5311,11.567,9.70138,10.6073,9.41608,8.005
TMEM68,8.94751,9.72283,9.35511,11.3839,10.6004,11.4,9.00167,10.0335,10.0404,9.51471
ZNHIT1,5.0345,4.46719,5.42791,13.7908,14.6605,14.4778,13.5243,11.4438,12.4171,4.75617
GRM5,6.94102,9.6444,8.15746,11.4366,12.9382,11.3992,15.8365,7.83849,7.47717,8.33092
RSRC2,8.18843,8.30507,9.00734,11.1876,11.6508,12.3054,9.99862,10.2459,10.3519,8.75887
TARS3,12.6985,10.8966,10.8346,10.6297,9.667,9.46368,9.12838,8.94489,7.83447,9.90211
MAML1,7.13319,7.30196,7.67723,12.0601,12.3224,12.5945,10.8379,10.6996,10.6511,8.722
UBA3,11.2958,11.1995,11.0617,10.441,10.0364,9.86608,9.22216,8.98076,8.21117,9.68545
GSTZ1,10.357,11.7084,11.2166,9.62838,10.034,10.475,8.14798,8.89421,9.19234,10.3462
MBOAT2,9.76945,8.93009,9.93412,10.5273,11.454,9.90892,7.4944,8.34599,11.9192,11.7165
HYCC1,9.10349,10.196,8.63955,11.4322,10.7345,11.6231,10.0615,10.147,9.20086,8.86176
RAB34,8.6935,10.4259,9.18791,10.6945,10.4821,11.1283,8.65867,9.57044,9.88505,11.2736
GHDC,8.89048,9.02865,8.71166,10.9582,11.5619,11.9756,10.0822,9.5733,10.365,8.85297
ABHD17B,5.13378,5.2377,5.63446,13.5192,13.5016,14.4852,11.4997,11.461,13.1583,6.36899
PNP,10.1367,9.66164,9.8919,11.3433,10.767,10.6858,10.1495,9.65918,8.73052,8.97441
RPL31,11.8216,11.1868,12.4268,9.83104,9.91463,9.65391,9.01331,8.43578,8.13391,9.58219
MTG1,12.3792,12.66,12.8206,8.53891,8.95334,8.88847,7.31595,7.80586,7.83414,12.8036
KLHL12,8.31101,8.16327,8.68457,11.8453,11.7633,11.3289,9.95227,10.1498,10.2998,9.50175
LMBR1L,10.5465,9.11434,10.1399,10.5247,10.6598,10.9342,7.91735,9.51107,10.5136,10.1386
FOXK1,11.0425,11.3276,10.9163,9.3482,9.58618,9.97097,8.22514,8.58626,8.33251,12.6644
PASK,10.6519,10.0794,10.4404,10.6646,10.4155,10.0018,9.67953,9.21512,8.14088,10.7108
EBF3,10.8325,11.2946,11.2199,9.87013,9.91997,10.2653,8.23684,8.71951,9.18546,10.4558
LAGE3,12.8184,11.366,11.8894,9.50066,10.1056,9.87168,8.9374,8.48598,8.21376,8.81108
MICAL3,9.28929,9.6787,9.60845,11.0676,10.935,11.2403,9.51008,9.77271,9.62737,9.27046
RAD1,9.5229,10.993,9.64405,10.284,10.678,10.9781,9.25756,8.92587,9.58802,10.1285
ULK3,14.11,14.1054,13.6914,8.22123,8.7231,8.36401,7.44263,7.52977,7.03042,10.782
SNAPC2,9.3029,10.0356,8.58164,11.5153,11.4229,10.3293,8.92263,9.89568,10.1014,9.89264
TRPC4AP,6.12483,5.95723,5.78825,13.3763,13.4309,13.7276,11.4891,11.9583,11.7895,6.35807
SULF1,11.5213,10.5266,10.6213,9.29868,10.5565,9.36478,8.88184,8.1714,8.34748,12.7102
VPS13B,9.44004,9.69663,9.4478,10.7453,11.2413,10.9319,9.01484,9.53314,10.0668,9.88221
ANGEL2,11.1029,12.3587,10.1518,8.36713,10.2467,10.9845,8.07892,8.99554,8.65184,11.062
FARSB,11.8427,11.3858,11.887,10.0265,9.51733,9.7538,8.35664,8.86189,8.24605,10.1223
TRADD,12.2807,12.3126,11.4228,8.96755,9.40936,8.76839,8.72107,8.02369,6.84899,13.245
AP1B1,11.0963,11.6693,11.1302,9.93467,9.82159,10.1622,8.63145,8.88671,8.47669,10.191
CPQ,8.46276,9.21518,8.57825,10.6585,11.1353,11.8227,9.2213,10.024,9.96022,10.9217
ATRN,10.9119,9.27116,11.4771,10.1429,10.5989,10.4803,8.46438,9.07844,9.58206,9.99284
EPHA8,10.1425,11.2164,11.7147,10.411,10.1991,10.1638,8.03041,9.2557,9.44915,9.41727
NIF3L1,11.5326,11.7878,11.2545,9.70487,9.5413,10.1593,8.41864,8.98824,8.13422,10.4786
SFT2D2,7.83028,6.35736,6.73016,13.2942,12.7952,12.069,14.3422,8.99289,9.80063,7.78807
TPRA1,7.61714,8.80956,9.8984,9.45786,12.9746,11.5534,9.39502,8.57134,11.543,10.1797
JAG2,18.9571,20.9134,17.0935,5.00458,5.75569,5.1771,4.11103,5.41837,4.30834,13.2608
CEMIP2,7.22529,7.20498,7.75927,11.75,12.6359,12.306,10.5162,10.279,11.0618,9.26156
AKAP7,10.1482,11.3693,10.0241,9.945,10.0564,11.1844,8.99043,9.00505,9.07841,10.1988
DALRD3,13.5271,12.6094,13.9509,6.94407,8.54999,9.54798,6.63948,7.81363,7.28654,13.131
UBTD2,8.64331,8.31136,7.13568,11.5671,11.9853,11.6846,9.32723,10.983,10.2783,10.084
IFT74,11.6127,11.6727,11.4869,9.89472,9.17165,10.1356,8.70954,8.49085,8.14627,10.6791
LIMK1,10.2812,10.8086,10.5979,9.95419,10.315,10.0585,8.65985,9.20561,8.4572,11.6619
PABPC4L,10.4496,12.9049,10.9794,10.0697,8.42583,10.9328,7.91878,9.94352,7.67407,10.7015
FLT1,10.8676,11.2913,10.6961,9.51635,10.1451,11.143,9.07282,8.03861,9.61677,9.61234
SGTA,10.5484,10.6746,10.4928,10.9328,10.0986,10.6111,9.41783,9.47148,8.56379,9.18867
TMEM67,10.0932,7.63021,9.00048,11.8371,11.1117,11.0415,8.89816,9.63181,10.9538,9.80213
SLBP,5.64446,5.70016,5.90744,13.4777,13.8344,14.0581,11.7101,12.6641,11.5081,5.49536
SLC15A4,9.78451,9.85628,10.88,10.2221,10.8402,10.8709,8.7282,9.55729,9.41159,9.84889
C16orf87,10.4904,8.03405,8.51891,12.5118,11.4037,10.0035,10.9865,8.67548,9.7453,9.63032
ARHGAP21,9.79187,10.7167,9.97942,11.9395,9.16267,11.4267,9.47721,10.1885,8.5315,8.78592
REPIN1,9.98173,10.2003,10.1689,10.1533,10.3876,10.7561,8.99747,8.97944,9.15068,11.2244
RPS6KB1,12.33,12.5815,12.7157,9.19711,9.27394,9.30592,8.10993,8.12524,7.84019,10.5205
LRRC1,10.2147,13.6878,9.66483,9.44017,10.4692,10.0974,8.29242,8.86135,8.85034,10.4218
ATP6V1E1,8.49645,8.90681,8.77535,11.3295,11.7902,11.8672,9.99185,10.2998,10.0252,8.51761
PSMC3IP,6.64182,6.89752,6.27243,12.9137,12.3192,13.6585,11.2192,11.6168,10.8601,7.60067
CORO7,13.2767,13.7147,13.4403,8.68277,8.72551,8.84552,7.66136,7.70754,7.37636,10.5693
RPS9,11.5444,13.492,12.1548,9.0976,9.51583,9.62076,7.04346,9.13136,8.27944,10.1204
ACOT8,10.6703,9.98695,10.8263,10.5945,9.99901,10.3552,8.69379,8.52487,9.57868,10.7704
PPP6R2,12.1021,11.9777,11.6162,9.86137,9.2697,9.53992,8.93612,7.77888,8.11006,10.8079
KIF5B,12.3649,11.7615,12.018,9.81495,9.72119,9.45754,9.00161,8.55448,7.54267,9.76314
FAU,11.852,11.4453,12.7228,9.93463,9.74207,9.69777,8.75543,8.5735,8.09795,9.17858
CAND2,11.756,10.2951,11.5398,9.63974,10.223,9.78805,8.92018,8.30497,8.43722,11.0959
PKD2,11.0117,15.9334,10.902,9.11587,9.30834,9.04212,6.98913,7.31158,9.46957,10.9163
MANBAL,7.644,8.25109,7.93977,12.385,12.2598,11.6994,10.9533,10.3947,10.1046,8.36825
ENTPD2,10.7135,8.22882,10.2342,10.8869,11.4155,9.97974,9.1793,9.09262,9.66496,10.6045
KIF15,13.4256,13.1023,13.5214,8.72087,8.70888,8.63974,7.79642,7.76758,6.99403,11.3232
TPT1,11.5647,10.9808,11.2414,10.1907,9.98536,9.92514,9.50777,8.81699,7.71687,10.0703
NFIA,11.032,11.7154,10.7555,10.0417,9.55243,10.0681,8.24807,9.18631,8.22743,11.1731
UBE2L3,10.5013,10.6916,11.3314,10.258,10.4917,10.2851,9.48306,9.23531,8.12584,9.59676
ZBTB8OS,11.8019,12.8329,12.0608,9.79535,9.13548,9.70402,8.11971,8.96302,7.68419,9.90255
CUX2,7.76803,10.1574,8.69782,10.2362,11.3996,11.7523,8.69795,9.74941,10.4281,11.1131
HAUS5,12.2539,12.6691,12.4627,9.38489,9.04193,9.19245,7.7707,8.12349,7.98954,11.1113
STRAP,9.9544,10.1111,9.62315,11.3342,10.8324,10.5055,10.0431,9.20926,9,9.38688
MIPOL1,11.4116,9.14487,11.1365,10.6598,9.98467,10.0335,9.3004,9.07239,8.15338,11.1029
NTAN1,10.9118,11.538,12.5685,9.16528,9.62544,10.3291,8.36786,9.39693,7.41074,10.6864
SPAST,10.3377,11.1009,10.6632,10.1191,10.2731,10.5146,8.59353,9.44845,8.67833,10.271
TBCK,11.7432,11.9502,11.3317,9.64857,9.66026,9.9518,8.24664,8.50371,8.54668,10.4171
STK25,11.2225,11.7454,11.4841,10.4191,9.65935,10.0437,8.99233,8.68659,8.35787,9.38904
ABCB6,9.62034,9.43534,9.56291,10.7256,11.708,10.6068,9.56144,9.20492,9.79278,9.7819
TMEM165,10.4901,10.8724,10.9782,9.94481,10.0233,10.305,8.85593,8.49798,8.81307,11.2193
HTATIP2,5.90775,6.9227,6.4132,12.3732,12.7063,12.9274,10.5854,11.0721,11.1916,9.90025
PRKACB,12.6722,10.9871,11.535,9.86252,9.98999,9.72113,9.28835,7.85229,8.41813,9.67328
UBE2R2,7.3011,6.93725,7.38516,12.7861,12.9719,12.5033,11.6216,10.5548,10.8707,7.06796
